sn,id,name,domain_name
1000,094514,縣立元長國中,yjjh.ylc.edu.tw
1001,094515,縣立斗六國中,tljh.ylc.edu.tw
1002,094516,縣立雲林國中,yljh.ylc.edu.tw
1003,094517,縣立虎尾國中,hwjh.ylc.edu.tw
1004,094518,縣立崇德國中,cdjh.ylc.edu.tw
1005,094519,縣立西螺國中,sljhs.ylc.edu.tw
1006,094520,縣立北港國中,pljh.ylc.edu.tw
1007,094521,縣立建國國中,jgjh.ylc.edu.tw
1008,094522,縣立宜梧國中,ywjh.ylc.edu.tw
1009,094523,縣立口湖國中,khjh.ylc.edu.tw
1010,094524,縣立臺西國中,tsjh.ylc.edu.tw
1011,094525,縣立土庫國中,tkjh.ylc.edu.tw
1012,094527,縣立東和國中,thjh.ylc.edu.tw
1013,094528,縣立馬光國中,mkjh.ylc.edu.tw
1014,094529,縣立石榴國中,sljh.ylc.edu.tw
1015,094530,縣立林內國中,lnjh.ylc.edu.tw
1016,094543,縣立東仁國中,drjh.ylc.edu.tw
1017,104501,縣立朴子國中,ptjhs.cyc.edu.tw
1018,104502,縣立東石國中,tsjh.cyc.edu.tw
1019,104503,縣立布袋國中,ptjh.cyc.edu.tw
1020,104504,縣立過溝國中,kkjh.cyc.edu.tw
1021,104505,縣立大林國中,tljh.cyc.edu.tw
1022,104506,縣立新港國中,hkjh.cyc.edu.tw
1023,104507,縣立民雄國中,mihjh.cyc.edu.tw
1024,104508,縣立大吉國中,djjh.cyc.edu.tw
1025,104509,縣立六嘉國中,ljjh.cyc.edu.tw
1026,104511,縣立太保國中,tpjh.cyc.edu.tw
1027,104512,縣立嘉新國中,jsjh.cyc.edu.tw
1028,104513,縣立溪口國中,ckjh.cyc.edu.tw
1029,104514,縣立鹿草國中,lsjh.cyc.edu.tw
1030,104515,縣立東榮國中,drjh.cyc.edu.tw
1031,104516,縣立水上國中,ssjh.cyc.edu.tw
1032,104517,縣立忠和國中,jhjh.cyc.edu.tw
1033,104518,縣立中埔國中,cpjh.cyc.edu.tw
1034,104520,縣立昇平國中,spjh.cyc.edu.tw
1035,104521,縣立義竹國中,icjh.cyc.edu.tw
1036,104522,縣立民和國中,mhjh.cyc.edu.tw
1037,104523,縣立梅山國中,msjh.cyc.edu.tw
1038,104524,縣立大埔國中(小),dpjh.cyc.edu.tw
1039,104526,縣立阿里山國中(小),aljes.cyc.edu.tw
1040,104527,縣立豐山實驗國中(小),fses.cyc.edu.tw
1041,111502,私立昭明國中(代用),jmjh.tn.edu.tw
1042,114501,市立仁德國中,rdjh.tn.edu.tw
1043,114502,市立仁德文賢國中,wsjh.tn.edu.tw
1044,114503,市立歸仁國中,grjh.tn.edu.tw
1045,114504,市立關廟國中,gmjh.tn.edu.tw
1046,114505,市立永康國中,ykjh.tn.edu.tw
1047,114508,市立龍崎國中,lcjh.tn.edu.tw
1048,114509,市立新化國中,shjhs.tn.edu.tw
1049,114510,市立善化國中,shjh.tn.edu.tw
1050,114511,市立玉井國中,yjjh.tn.edu.tw
1051,114512,市立山上國中,ssjh.tn.edu.tw
1052,114513,市立安定國中,adjh.tn.edu.tw
1053,114514,市立楠西國中,nsjhs.tn.edu.tw
1054,114515,市立新市國中,ssjhs.tn.edu.tw
1055,114516,市立南化國中,nhjh.tn.edu.tw
1056,114517,市立左鎮國中,tjjh.tn.edu.tw
1057,114518,市立麻豆國中,mdjh.tn.edu.tw
1058,114519,市立下營國中,syjh.tn.edu.tw
1059,114520,市立六甲國中,ljjh.tn.edu.tw
1060,114521,市立官田國中,gtjh.tn.edu.tw
1061,114522,市立大內國中,dnjh.tn.edu.tw
1062,114523,市立佳里國中,jljh.tn.edu.tw
1063,114524,市立佳興國中,jsjh.tn.edu.tw
1064,114525,市立學甲國中,sjjh.tn.edu.tw
1065,114526,市立西港國中,sgjh.tn.edu.tw
1066,114527,市立將軍國中,jjjh.tn.edu.tw
1067,114528,市立後港國中,hgjh.tn.edu.tw
1068,114529,市立竹橋國中,jcjhs.tn.edu.tw
1069,114530,市立北門國中,bmjh.tn.edu.tw
1070,114531,市立南新國中,nsjh.tn.edu.tw
1071,114532,市立太子國中,ttjh.tn.edu.tw
1072,114533,市立新東國中,sdjh.tn.edu.tw
1073,114534,市立鹽水國中,ysjh.tn.edu.tw
1074,114535,市立白河國中,bhjh.tn.edu.tw
1075,114536,市立柳營國中,lyjh.tn.edu.tw
1076,114537,市立東山國中,dsjh.tn.edu.tw
1077,114538,市立東原國中,dyjh.tn.edu.tw
1078,114539,市立後壁國中,hbjh.tn.edu.tw
1079,114540,市立菁寮國中,jljhs.tn.edu.tw
1080,114543,市立大橋國中,dcjh.tn.edu.tw
1081,114544,市立沙崙國中,sljh.tn.edu.tw
1082,124501,市立鳳山國中,fsm.kh.edu.tw
1083,124503,市立鳳西國中,fxm.kh.edu.tw
1084,124504,市立五甲國中,wzm.kh.edu.tw
1085,124505,市立鳳甲國中,fjm.kh.edu.tw
1086,124506,市立忠孝國中,zxm.kh.edu.tw
1087,124507,市立大寮國中,dlm.kh.edu.tw
1088,124508,市立潮寮國中,tlm.kh.edu.tw
1089,124509,市立大樹國中,dsm.kh.edu.tw
1090,124510,市立溪埔國中,xpm.kh.edu.tw
1091,124512,市立鳥松國中,nsm.kh.edu.tw
1092,124514,市立大社國中,dam.kh.edu.tw
1093,124515,市立岡山國中,gsm.kh.edu.tw
1094,124516,市立前峰國中,qfm.kh.edu.tw
1095,124517,市立永安國中,yam.kh.edu.tw
1096,124518,市立橋頭國中,qtm.kh.edu.tw
1097,124519,市立梓官國中,zgm.kh.edu.tw
1098,124520,市立燕巢國中,ycm.kh.edu.tw
1099,124521,市立阿蓮國中,alm.kh.edu.tw
1100,124523,市立湖內國中,hn.kh.edu.tw
1101,124524,市立茄萣國中,qdm.kh.edu.tw
1102,124525,市立田寮國中,tia.kh.edu.tw
1103,124526,市立彌陀國中,mtm.kh.edu.tw
1104,124527,市立旗山國中,csj.kh.edu.tw
1105,124528,市立圓富國中,yfm.kh.edu.tw
1106,124529,市立大洲國中,dz.kh.edu.tw
1107,124530,市立美濃國中,mnm.kh.edu.tw
1108,124531,市立南隆國中,nl.kh.edu.tw
1109,124532,市立龍肚國中,ldm.kh.edu.tw
1110,124534,市立寶來國中,blm.kh.edu.tw
1111,124535,市立杉林國中,slm.kh.edu.tw
1112,124536,市立內門國中,nmm.kh.edu.tw
1113,124537,市立甲仙國中,jxm.kh.edu.tw
1114,124538,市立中芸國中,zym.kh.edu.tw
1115,124539,市立中庄國中,zzm.kh.edu.tw
1116,124541,市立蚵寮國中,klm.kh.edu.tw
1117,124542,市立那瑪夏國中,sm.kh.edu.tw
1118,124543,市立青年國中,qnm.kh.edu.tw
1119,124544,市立一甲國中,yjm.kh.edu.tw
1120,124545,市立大灣國中,dwm.kh.edu.tw
1121,124546,市立嘉興國中,jsm.kh.edu.tw
1122,124547,市立茂林國中,ml.kh.edu.tw
1123,124548,市立桃源國中,ty.kh.edu.tw
1124,124549,市立中崙國中,zlm.kh.edu.tw
1125,124550,市立鳳翔國中,flyjh.kh.edu.tw
1126,131501,私立南榮國中(代用),nzjh.ptc.edu.tw
1127,134501,縣立明正國中,mcjh.ptc.edu.tw
1128,134502,縣立中正國中,ccjh.ptc.edu.tw
1129,134503,縣立公正國中,kcjh.ptc.edu.tw
1130,134505,縣立鶴聲國中,hsjh.ptc.edu.tw
1131,134506,縣立至正國中,jjjh.ptc.edu.tw
1132,134507,縣立長治國中,cjjhs.ptc.edu.tw
1133,134508,縣立麟洛國中,lljh.ptc.edu.tw
1134,134509,縣立九如國中,jrjh.ptc.edu.tw
1135,134510,縣立里港國中,lgjh.ptc.edu.tw
1136,134511,縣立鹽埔國中,ypjh.ptc.edu.tw
1137,134512,縣立高樹國中,ksjh.ptc.edu.tw
1138,134513,縣立高泰國中,gtjh.ptc.edu.tw
1139,134514,縣立內埔國中,npjh.ptc.edu.tw
1140,134516,縣立竹田國中,jtjh.ptc.edu.tw
1141,134517,縣立潮州國中,cjjh.ptc.edu.tw
1142,134518,縣立光春國中,kcjhs.ptc.edu.tw
1143,134519,縣立萬巒國中,wljh.ptc.edu.tw
1144,134520,縣立新埤國中,spjh.ptc.edu.tw
1145,134522,縣立萬丹國中,wtjh.ptc.edu.tw
1146,134523,縣立新園國中,syjh.ptc.edu.tw
1147,134525,縣立林邊國中,lpjh.ptc.edu.tw
1148,134526,縣立南州國中,njjh.ptc.edu.tw
1149,134527,縣立佳冬國中,jdjh.ptc.edu.tw
1150,134528,縣立琉球國中,lcjh.ptc.edu.tw
1151,134530,縣立車城國中,ccjhs.ptc.edu.tw
1152,134531,縣立恆春國中,hcjh.ptc.edu.tw
1153,134532,縣立滿州國中,mjjhs.ptc.edu.tw
1154,134533,縣立瑪家國中,mjjh.ptc.edu.tw
1155,134535,縣立泰武國中,twjh.ptc.edu.tw
1156,134536,縣立牡丹國中,mdjh.ptc.edu.tw
1157,134537,縣立獅子國中,stjh.ptc.edu.tw
1158,134538,縣立東新國中,dsjh.ptc.edu.tw
1159,134542,縣立萬新國中,wsjh.ptc.edu.tw
1160,144501,縣立新生國中,hsjh.ttct.edu.tw
1161,144502,縣立東海國中,thjh.ttct.edu.tw
1162,144503,縣立寶桑國中,tcbjh.ttct.edu.tw
1163,144504,縣立卑南國中,pnjh.ttct.edu.tw
1164,144505,縣立豐田國中,ftjh.ttct.edu.tw
1165,144506,縣立知本國中,cpjh.ttct.edu.tw
1166,144507,縣立初鹿國中,cljh.ttct.edu.tw
1167,144508,縣立鹿野國中,lyjh.ttct.edu.tw
1168,144509,縣立瑞源國中,ryjh.ttct.edu.tw
1169,144510,縣立關山國中,ksjh.ttct.edu.tw
1170,144511,縣立池上國中,csjh.ttct.edu.tw
1171,144512,縣立大王國中,dwjh.ttct.edu.tw
1172,144513,縣立賓茂國中,bmjh.ttct.edu.tw
1173,144514,縣立大武國中,twjh.ttct.edu.tw
1174,144515,縣立都蘭國中,tljh.ttct.edu.tw
1175,144516,縣立泰源國中,tyjh.ttct.edu.tw
1176,144517,縣立新港國中,hkjh.ttct.edu.tw
1177,144518,縣立長濱國中,cpjhs.ttct.edu.tw
1178,144519,縣立桃源國中,tyjhs.ttct.edu.tw
1179,144520,縣立海端國中,hdjh.ttct.edu.tw
1180,144521,縣立綠島國中,ldjh.ttct.edu.tw
1181,154501,縣立玉里國中,yljh.hlc.edu.tw
1182,154502,縣立玉東國中,ytjh.hlc.edu.tw
1183,154503,縣立三民國中,smjh.hlc.edu.tw
1184,154504,縣立美崙國中,mljh.hlc.edu.tw
1185,154505,縣立花崗國中,hgjh.hlc.edu.tw
1186,154506,縣立國風國中,kfjh.hlc.edu.tw
1187,154507,縣立秀林國中,sljh.hlc.edu.tw
1188,154508,縣立新城國中,scjh.hlc.edu.tw
1189,154509,縣立吉安國中,cajh.hlc.edu.tw
1190,154510,縣立宜昌國中,ycjh.hlc.edu.tw
1191,154511,縣立壽豐國中,sfjh.hlc.edu.tw
1192,154512,縣立平和國中,phjh.hlc.edu.tw
1193,154513,縣立光復國中,kfjhs.hlc.edu.tw
1194,154514,縣立富源國中,fyjh.hlc.edu.tw
1195,154515,縣立鳳林國中,fles.hlc.edu.tw
1196,154516,縣立萬榮國中,wljh.hlc.edu.tw
1197,154517,縣立富里國中,fljh.hlc.edu.tw
1198,154518,縣立富北國中,fbjh.hlc.edu.tw
1199,154519,縣立豐濱國中,fpjh.hlc.edu.tw
1200,154520,縣立瑞穗國中,zsjh.hlc.edu.tw
1201,154521,縣立東里國中,tljh.hlc.edu.tw
1202,154522,縣立自強國中,zcjh.hlc.edu.tw
1203,154523,縣立化仁國中,hrjh.hlc.edu.tw
1204,164501,縣立馬公國中,mkjh.phc.edu.tw
1205,164502,縣立中正國中,ccjh.phc.edu.tw
1206,164503,縣立澎南國中,pnjh.phc.edu.tw
1207,164504,縣立湖西國中,hsjh.phc.edu.tw
1208,164505,縣立志清國中,jcjh.phc.edu.tw
1209,164506,縣立鎮海國中,jhjh.phc.edu.tw
1210,164507,縣立白沙國中,psjh.phc.edu.tw
1211,164508,縣立吉貝國中,gbjh.phc.edu.tw
1212,164509,縣立西嶼國中,hyjh.phc.edu.tw
1213,164510,縣立望安國中,wajh.phc.edu.tw
1214,164511,縣立將澳國中,jajh.phc.edu.tw
1215,164512,縣立七美國中,cmjh.phc.edu.tw
1216,164513,縣立文光國中,wgjh.phc.edu.tw
1217,164514,縣立鳥嶼國中,nyjh.phc.edu.tw
1218,173501,市立明德國中,mdjh.kl.edu.tw
1219,173502,市立銘傳國中,mcjh.kl.edu.tw
1220,173503,市立信義國中,syjh.kl.edu.tw
1221,173505,市立中正國中,ccjh.kl.edu.tw
1222,173508,市立南榮國中,nrjh.kl.edu.tw
1223,173509,市立成功國中,ckjh.kl.edu.tw
1224,173510,市立正濱國中,cbjh.kl.edu.tw
1225,173512,市立建德國中,jdjh.kl.edu.tw
1226,173513,市立百福國中,pfjh.kl.edu.tw
1227,173515,市立碇內國中,dnjh.kl.edu.tw
1228,173516,市立武崙國中,wljh.kl.edu.tw
1229,181502,私立新竹市康橋國中(小),kcbs.ntpc.edu.tw
1230,183501,市立建華國中,chjh.hc.edu.tw
1231,183502,市立培英國中,pijh.hc.edu.tw
1232,183503,市立光華國中,khjh.hc.edu.tw
1233,183504,市立育賢國中,ysjh.hc.edu.tw
1234,183505,市立光武國中,gwjh.hc.edu.tw
1235,183508,市立南華國中,nhjh.hc.edu.tw
1236,183509,市立富禮國中,fljh.hc.edu.tw
1237,183510,市立三民國中,smjh.hc.edu.tw
1238,183511,市立內湖國中,nhjhs.hc.edu.tw
1239,183512,市立虎林國中,hljh.hc.edu.tw
1240,183514,市立新科國中,hkjh.hc.edu.tw
1241,183515,市立竹光國中,zgjh.hc.edu.tw
1242,191503,私立麗喆國中(小),litze.tc.edu.tw
1243,193501,市立居仁國中,cjjh.tc.edu.tw
1244,193502,市立雙十國中,ssjh.tc.edu.tw
1245,193504,市立崇倫國中,cljh.tc.edu.tw
1246,193505,市立大德國中,ttjh.tc.edu.tw
1247,193506,市立北新國中,phjh.tc.edu.tw
1248,193507,市立東峰國中,tfjh.tc.edu.tw
1249,193508,市立黎明國中,lmjh.tc.edu.tw
1250,193509,市立光明國中,kmjh.tc.edu.tw
1251,193510,市立向上國中,hsjh.tc.edu.tw
1252,193511,市立育英國中,yejh.tc.edu.tw
1253,193512,市立四育國中,syjhs.tc.edu.tw
1254,193514,市立五權國中,wcjh.tc.edu.tw
1255,193516,市立中山國中,csjhs.tc.edu.tw
1256,193517,市立崇德國中,ctjh.tc.edu.tw
1257,193518,市立立人國中,ljjh.tc.edu.tw
1258,193519,市立漢口國中,hkjh.tc.edu.tw
1259,193520,市立安和國中,ahjh.tc.edu.tw
1260,193521,市立至善國中,csjh.tc.edu.tw
1261,193522,市立萬和國中,whjh.tc.edu.tw
1262,193523,市立大業國中,dyjh.tc.edu.tw
1263,193524,市立三光國中,sgjh.tc.edu.tw
1264,193525,市立四張犁國中,scljh.tc.edu.tw
1265,193526,市立福科國中,fcjh.tc.edu.tw
1266,193527,市立大墩國中,ddjh.tc.edu.tw
1267,203501,市立大業國中,dyjh.cy.edu.tw
1268,203502,市立北興國中,psjh.cy.edu.tw
1269,203503,市立嘉義國中,cyjh.cy.edu.tw
1270,203504,市立南興國中,nhjh.cy.edu.tw
1271,203505,市立民生國中,msjh.cy.edu.tw
1272,203506,市立玉山國中,ysjh.cy.edu.tw
1273,203507,市立蘭潭國中,ltjh.cy.edu.tw
1274,213501,市立後甲國中,hcjh.tn.edu.tw
1275,213502,市立忠孝國中,chjh.tn.edu.tw
1276,213504,市立大成國中,tcjhs.tn.edu.tw
1277,213505,市立金城國中,jcjh.tn.edu.tw
1278,213506,市立民德國中,mtjh.tn.edu.tw
1279,213507,市立成功國中,ckjh.tn.edu.tw
1280,213508,市立延平國中,ypjh.tn.edu.tw
1281,213509,市立建興國中,csjh.tn.edu.tw
1282,213510,市立中山國中,csjhs.tn.edu.tw
1283,213511,市立安平國中,apjh.tn.edu.tw
1284,213512,市立安南國中,anjh.tn.edu.tw
1285,213513,市立安順國中,asjh.tn.edu.tw
1286,213514,市立復興國中,fhjh.tn.edu.tw
1287,213515,市立新興國中,hhjh.tn.edu.tw
1288,213517,市立文賢國中,whjh.tn.edu.tw
1289,213518,市立崇明國中,cmjh.tn.edu.tw
1290,213519,市立和順國中,hsjh.tn.edu.tw
1291,213520,市立海佃國中,hdjh.tn.edu.tw
1292,313501,市立介壽國中,csjh.tp.edu.tw
1293,313502,市立民生國中,msjh.tp.edu.tw
1294,313504,市立中山國中,csjhs.tp.edu.tw
1295,313505,市立敦化國中,thjh.tp.edu.tw
1296,323502,市立興雅國中,syajh.tp.edu.tw
1297,323503,市立永吉國中,yjjh.tp.edu.tw
1298,323504,市立瑠公國中,lkjh.tp.edu.tw
1299,323505,市立信義國中,syijh.tp.edu.tw
1300,331502,私立立人國中(小),ljjhps.tp.edu.tw
1301,333501,市立仁愛國中,jajh.tp.edu.tw
1302,333502,市立大安國中,tajh.tp.edu.tw
1303,333504,市立芳和實驗國中,fhjhs.tp.edu.tw
1304,333505,市立金華國中,chwjh.tp.edu.tw
1305,333506,市立懷生國中,hsjh.tp.edu.tw
1306,333507,市立民族實驗國中,mtjh.tp.edu.tw
1307,333508,市立龍門國中,lmjh.tp.edu.tw
1308,343502,市立長安國中,cajh.tp.edu.tw
1309,343504,市立北安國中,pajh.tp.edu.tw
1310,343505,市立新興國中,hhjh.tp.edu.tw
1311,343506,市立五常國中,wcjhs.tp.edu.tw
1312,343507,市立濱江實驗國中,bjjh.tp.edu.tw
1313,353501,市立螢橋國中,ycjh.tp.edu.tw
1314,353502,市立古亭國中,ktjh.tp.edu.tw
1315,353503,市立南門國中,nmjh.tp.edu.tw
1316,353504,市立弘道國中,htjh.tp.edu.tw
1317,353505,市立中正國中,ccjhs.tp.edu.tw
1318,363501,市立建成國中,jcjh.tp.edu.tw
1319,363502,市立忠孝國中,chjh.tp.edu.tw
1320,363504,市立民權國中,mqjh.tp.edu.tw
1321,363506,市立蘭州國中,lcjh.tp.edu.tw
1322,363507,市立重慶國中,cchs.tp.edu.tw
1323,373501,市立萬華國中,whjhs.tp.edu.tw
1324,373503,市立雙園國中,syjhs.tp.edu.tw
1325,373505,市立龍山國中,lsjh.tp.edu.tw
1326,383501,市立木柵國中,mcjhs.tp.edu.tw
1327,383502,市立實踐國中,sjjh.tp.edu.tw
1328,383503,市立北政國中,pcjh.tp.edu.tw
1329,383504,市立景美國中,cmjh.tp.edu.tw
1330,383505,市立興福國中,hfjh.tp.edu.tw
1331,383507,市立景興國中,chhs.tp.edu.tw
1332,393503,市立成德國中,cdjh.tp.edu.tw
1333,403501,市立內湖國中,nhjh.tp.edu.tw
1334,403502,市立麗山國中,lsjhs.tp.edu.tw
1335,403503,市立三民國中,smjh.tp.edu.tw
1336,403504,市立西湖國中,xhjhs.tp.edu.tw
1337,403505,市立東湖國中,dhjh.tp.edu.tw
1338,403506,市立明湖國中,mhjh.tp.edu.tw
1339,413501,市立士林國中,sljh.tp.edu.tw
1340,413504,市立至善國中,jsjh.tp.edu.tw
1341,413505,市立格致國中,gjjh.tp.edu.tw
1342,413506,市立福安國中,fajh.tp.edu.tw
1343,413508,市立天母國中,tmjh.tp.edu.tw
1344,423501,市立北投國中,ptjh.tp.edu.tw
1345,423502,市立新民國中,hmjh.tp.edu.tw
1346,423503,市立明德國中,mdjh.tp.edu.tw
1347,423504,市立桃源國中,tyjh.tp.edu.tw
1348,423505,市立石牌國中,spjh.tp.edu.tw
1349,423506,市立關渡國中,ktjhs.tp.edu.tw
1350,513501,市立鹽埕國中,yacjh.kh.edu.tw
1351,523502,市立壽山國中,ssjh.kh.edu.tw
1352,523503,市立明華國中,mhjh.kh.edu.tw
1353,523504,市立七賢國中,chihjh.kh.edu.tw
1354,533501,市立左營國中,tyjh.kh.edu.tw
1355,533502,市立大義國中,dyjh.kh.edu.tw
1356,533503,市立立德國中,ltjh.kh.edu.tw
1357,533504,市立龍華國中,lhjh.kh.edu.tw
1358,533505,市立福山國中,fsjh.kh.edu.tw
1359,533506,市立文府國中,zywfjh.kh.edu.tw
1360,543501,市立楠梓國中,ntjh.kh.edu.tw
1361,543502,市立右昌國中,yocjh.kh.edu.tw
1362,543503,市立後勁國中,hpjh.kh.edu.tw
1363,543504,市立國昌國中,kcjh.kh.edu.tw
1364,543505,市立翠屏國中(小),tpjh.kh.edu.tw
1365,553501,市立鼎金國中,djjh.kh.edu.tw
1366,553502,市立三民國中,smjh.kh.edu.tw
1367,553503,市立民族國中,mtjh.kh.edu.tw
1368,553504,市立陽明國中,ymjh.kh.edu.tw
1369,553505,市立正興國中,chehjh.kh.edu.tw
1370,573501,市立前金國中,ccjh.kh.edu.tw
1371,583501,市立苓雅國中,lyjh.kh.edu.tw
1372,583502,市立五福國中,wfjh.kh.edu.tw
1373,583503,市立大仁國中,tjjh.kh.edu.tw
1374,583505,市立英明國中,inmjh.kh.edu.tw
1375,593501,市立獅甲國中,scjh.kh.edu.tw
1376,593502,市立前鎮國中,qzjh.kh.edu.tw
1377,593503,市立瑞豐國中,rfjh.kh.edu.tw
1378,593504,市立光華國中,khjh.kh.edu.tw
1379,593505,市立興仁國中,hjjh.kh.edu.tw
1380,603501,市立旗津國中,cjjh.kh.edu.tw
1381,613501,市立小港國中,hkjh.kh.edu.tw
1382,613502,市立鳳林國中,fljh.kh.edu.tw
1383,613503,市立中山國中,csjh.kh.edu.tw
1384,613504,市立明義國中,myjh.kh.edu.tw
1385,714501,縣立金城國中,kcjh.km.edu.tw
1386,714502,縣立金湖國中,khjh.km.edu.tw
1387,714503,縣立金寧國中(小),cnjh.km.edu.tw
1388,714504,縣立金沙國中,ksjh.km.edu.tw
1389,714505,縣立烈嶼國中,lyjh.km.edu.tw
1390,724501,縣立介壽國中(小),jsps.matsu.edu.tw
1391,724502,縣立中正國中(小),jjps.matsu.edu.tw
1392,724503,縣立中山國中,jshjh.matsu.edu.tw
1393,724504,縣立敬恆國中(小),jhjh.matsu.edu.tw
1394,724505,縣立東引國中(小),tyjh.matsu.edu.tw
1395,011601,私立育才國小,ytes.ntpc.edu.tw
1396,011603,私立及人國小,cjps.ntpc.edu.tw
1397,011604,私立竹林國小,clse.ntpc.edu.tw
1398,013601,市立北大國小,bdes.ntpc.edu.tw
1399,013602,市立新林國小,xles.ntpc.edu.tw
1400,014601,市立板橋國小,pcps.ntpc.edu.tw
1401,014602,市立國光國小,kkes.ntpc.edu.tw
1402,014603,市立新埔國小,spes.ntpc.edu.tw
1403,014604,市立埔墘國小,pces.ntpc.edu.tw
1404,014605,市立莒光國小,jges.ntpc.edu.tw
1405,014606,市立後埔國小,hpes.ntpc.edu.tw
1406,014607,市立海山國小,hsps.ntpc.edu.tw
1407,014608,市立江翠國小,ctes.ntpc.edu.tw
1408,014610,市立文聖國小,wses.ntpc.edu.tw
1409,014611,市立沙崙國小,sles.ntpc.edu.tw
1410,014612,市立文德國小,wdps.ntpc.edu.tw
1411,014613,市立樹林國小,slps.ntpc.edu.tw
1412,014614,市立文林國小,twles.ntpc.edu.tw
1413,014615,市立大同國小,ttps.ntpc.edu.tw
1414,014616,市立武林國小,wles.ntpc.edu.tw
1415,014617,市立山佳國小,sjes.ntpc.edu.tw
1416,014618,市立育德國小,ytps.ntpc.edu.tw
1417,014619,市立柑園國小,gyes.ntpc.edu.tw
1418,014620,市立鶯歌國小,ykes.ntpc.edu.tw
1419,014621,市立二橋國小,eqes.ntpc.edu.tw
1420,014622,市立中湖國小,chues.ntpc.edu.tw
1421,014623,市立鳳鳴國小,fmes.ntpc.edu.tw
1422,014624,市立三峽國小,shps.ntpc.edu.tw
1423,014625,市立大埔國小,tpps.ntpc.edu.tw
1424,014626,市立民義國小,myes.ntpc.edu.tw
1425,014627,市立成福國小,chenfu.ntpc.edu.tw
1426,014628,市立大成國小,dces.ntpc.edu.tw
1427,014629,市立建安國小,caes.ntpc.edu.tw
1428,014630,市立插角國小,cgps.ntpc.edu.tw
1429,014631,市立有木國小,ymps.ntpc.edu.tw
1430,014632,市立五寮國小,wres.ntpc.edu.tw
1431,014633,市立中和國小,jhes.ntpc.edu.tw
1432,014634,市立復興國小,fsps.ntpc.edu.tw
1433,014635,市立興南國小,hnps.ntpc.edu.tw
1434,014636,市立秀山國小,ssps.ntpc.edu.tw
1435,014637,市立積穗國小,tjsps.ntpc.edu.tw
1436,014638,市立自強國小,jcps.ntpc.edu.tw
1437,014639,市立錦和國小,chps.ntpc.edu.tw
1438,014640,市立景新國小,jsps.ntpc.edu.tw
1439,014641,市立永和國小,yhes.ntpc.edu.tw
1440,014642,市立秀朗國小,hles.ntpc.edu.tw
1441,014643,市立頂溪國小,thps.ntpc.edu.tw
1442,014644,市立網溪國小,whps.ntpc.edu.tw
1443,014645,市立永平國小,ypes.ntpc.edu.tw
1444,014646,市立土城國小,ttcps.ntpc.edu.tw
1445,014647,市立清水國小,cses.ntpc.edu.tw
1446,014648,市立頂埔國小,dpes.ntpc.edu.tw
1447,014649,市立廣福國小,gfes.ntpc.edu.tw
1448,014650,市立汐止國小,hjes.ntpc.edu.tw
1449,014651,市立長安國小,chanes.ntpc.edu.tw
1450,014652,市立保長國小,bjes.ntpc.edu.tw
1451,014653,市立崇德國小,cdps.ntpc.edu.tw
1452,014654,市立北港國小,bkes.ntpc.edu.tw
1453,014655,市立北峰國小,pfes.ntpc.edu.tw
1454,014656,市立東山國小,dsps.ntpc.edu.tw
1455,014657,市立白雲國小,pyps.ntpc.edu.tw
1456,014658,市立萬里國小,wlps.ntpc.edu.tw
1457,014659,市立野柳國小,ylps.ntpc.edu.tw
1458,014660,市立大鵬國小,tpes.ntpc.edu.tw
1459,014661,市立大坪國小,dpps.ntpc.edu.tw
1460,014662,市立崁腳國小,kjps.ntpc.edu.tw
1461,014663,市立金山國小,tpcses.ntpc.edu.tw
1462,014664,市立中角國小,jjps.ntpc.edu.tw
1463,014665,市立三和國小,sanho.ntpc.edu.tw
1464,014666,市立新店國小,xdes.ntpc.edu.tw
1465,014667,市立直潭國小,jtes.ntpc.edu.tw
1466,014668,市立青潭國小,chtes.ntpc.edu.tw
1467,014669,市立雙峰國小,sfes.ntpc.edu.tw
1468,014670,市立大豐國小,dfes.ntpc.edu.tw
1469,014671,市立中正國小,ccps.ntpc.edu.tw
1470,014672,市立安坑國小,takes.ntpc.edu.tw
1471,014673,市立雙城國小,tcsps.ntpc.edu.tw
1472,014674,市立屈尺國小,ccyes.ntpc.edu.tw
1473,014675,市立龜山國小,gses.ntpc.edu.tw
1474,014676,市立深坑國小,tskes.ntpc.edu.tw
1475,014677,市立石碇國小,stes.ntpc.edu.tw
1476,014678,市立和平國小,hpps.ntpc.edu.tw
1477,014679,市立永定國小,tydes.ntpc.edu.tw
1478,014680,市立雲海國小,whies.ntpc.edu.tw
1479,014682,市立坪林國小,plnes.ntpc.edu.tw
1480,014684,市立烏來國(中)小,wups.ntpc.edu.tw
1481,014685,市立福山國小,fses.ntpc.edu.tw
1482,014686,市立瑞芳國小,rfes.ntpc.edu.tw
1483,014687,市立義方國小,jfps.ntpc.edu.tw
1484,014688,市立瑞柑國小,rges.ntpc.edu.tw
1485,014689,市立瑞濱國小,jpes.ntpc.edu.tw
1486,014690,市立九份國小,jfes.ntpc.edu.tw
1487,014691,市立瓜山國小,gsps.ntpc.edu.tw
1488,014693,市立猴硐國小,htes.ntpc.edu.tw
1489,014694,市立瑞亭國小,rtes.ntpc.edu.tw
1490,014695,市立吉慶國小,cces.ntpc.edu.tw
1491,014696,市立鼻頭國小,pitoues.ntpc.edu.tw
1492,014697,市立雙溪國小,sses.ntpc.edu.tw
